CMDLINE /usr/local/bin/python main.py
MEM 141.183594 1689222013.1360
MEM 141.183594 1689222013.2366
MEM 141.183594 1689222013.3375
MEM 141.183594 1689222013.4382
MEM 141.183594 1689222013.5391
MEM 141.183594 1689222013.6401
MEM 141.183594 1689222013.7406
MEM 141.183594 1689222013.8415
MEM 141.183594 1689222013.9426
MEM 141.183594 1689222014.0434
MEM 141.183594 1689222014.1444
MEM 141.183594 1689222014.2452
MEM 141.183594 1689222014.3460
MEM 141.183594 1689222014.4469
MEM 141.183594 1689222014.5477
MEM 141.183594 1689222014.6485
MEM 141.183594 1689222014.7493
MEM 141.183594 1689222014.8501
MEM 141.183594 1689222014.9507
MEM 141.183594 1689222015.0513
MEM 141.183594 1689222015.1518
MEM 141.183594 1689222015.2527
MEM 141.183594 1689222015.3574
MEM 141.183594 1689222015.4584
MEM 141.183594 1689222015.5589
MEM 141.183594 1689222015.6600
MEM 141.183594 1689222015.7612
MEM 141.183594 1689222015.8617
MEM 141.183594 1689222015.9625
MEM 141.183594 1689222016.0631
MEM 141.183594 1689222016.1639
MEM 141.183594 1689222016.2647
MEM 141.183594 1689222016.3653
MEM 141.183594 1689222016.4658
MEM 141.183594 1689222016.5666
MEM 141.183594 1689222016.6675
MEM 141.183594 1689222016.7679
MEM 141.183594 1689222016.8684
MEM 141.183594 1689222016.9692
MEM 141.183594 1689222017.0699
MEM 141.183594 1689222017.1704
MEM 141.183594 1689222017.2710
MEM 141.183594 1689222017.3717
MEM 141.183594 1689222017.4723
MEM 141.183594 1689222017.5730
MEM 141.183594 1689222017.6738
MEM 141.183594 1689222017.7748
MEM 141.183594 1689222017.8756
MEM 141.183594 1689222017.9761
MEM 141.183594 1689222018.0770
MEM 141.183594 1689222018.1776
MEM 141.183594 1689222018.2786
MEM 141.183594 1689222018.3800
MEM 141.183594 1689222018.4805
MEM 141.183594 1689222018.5810
MEM 141.183594 1689222018.6816
MEM 141.183594 1689222018.7823
MEM 141.183594 1689222018.8830
MEM 141.183594 1689222018.9841
MEM 141.183594 1689222019.0846
MEM 141.183594 1689222019.1851
MEM 141.183594 1689222019.2856
MEM 141.183594 1689222019.3861
MEM 141.183594 1689222019.4868
MEM 141.183594 1689222019.5875
MEM 141.183594 1689222019.6881
MEM 141.183594 1689222019.7887
MEM 141.183594 1689222019.8895
MEM 141.183594 1689222019.9901
MEM 141.183594 1689222020.0905
MEM 141.183594 1689222020.1917
MEM 141.183594 1689222020.2924
MEM 141.183594 1689222020.4003
MEM 141.183594 1689222020.5061
MEM 141.183594 1689222020.6068
MEM 141.183594 1689222020.7074
MEM 141.183594 1689222020.8080
MEM 141.183594 1689222020.9087
MEM 141.183594 1689222021.0097
MEM 141.183594 1689222021.1108
MEM 141.183594 1689222021.2114
MEM 141.183594 1689222021.3120
MEM 141.183594 1689222021.4130
MEM 141.183594 1689222021.5139
MEM 141.183594 1689222021.6146
MEM 141.183594 1689222021.7199
MEM 141.183594 1689222021.8206
MEM 141.183594 1689222021.9212
MEM 141.183594 1689222022.0217
MEM 141.183594 1689222022.1225
MEM 141.183594 1689222022.2230
MEM 141.183594 1689222022.3235
MEM 141.183594 1689222022.4242
MEM 141.183594 1689222022.5247
MEM 141.183594 1689222022.6254
MEM 141.183594 1689222022.7261
MEM 141.183594 1689222022.8266
MEM 141.183594 1689222022.9273
MEM 141.183594 1689222023.0278
MEM 141.183594 1689222023.1286
MEM 141.183594 1689222023.2290
MEM 141.195312 1689222023.3298
MEM 141.195312 1689222023.4307
MEM 141.195312 1689222023.5313
MEM 141.222656 1689222023.6318
MEM 141.226562 1689222023.7324
MEM 141.226562 1689222023.8338
MEM 141.210938 1689222023.9343
MEM 141.390625 1689222024.0348
MEM 141.375000 1689222024.1359
MEM 141.375000 1689222024.2365
MEM 141.632812 1689222024.3371
MEM 141.632812 1689222024.4377
MEM 142.652344 1689222024.5382
MEM 143.421875 1689222024.6385
MEM 144.027344 1689222024.7389
MEM 145.023438 1689222024.8394
MEM 145.300781 1689222024.9398
MEM 145.707031 1689222025.0404
MEM 146.230469 1689222025.1412
MEM 147.093750 1689222025.2418
MEM 148.378906 1689222025.3424
MEM 148.378906 1689222025.4430
MEM 148.636719 1689222025.5434
MEM 148.636719 1689222025.6473
MEM 148.636719 1689222025.7476
MEM 148.894531 1689222025.8484
MEM 149.160156 1689222025.9489
MEM 149.417969 1689222026.0496
MEM 150.964844 1689222026.1500
MEM 151.738281 1689222026.2505
MEM 152.511719 1689222026.3510
MEM 153.027344 1689222026.4518
MEM 153.542969 1689222026.5523
MEM 154.164062 1689222026.6529
MEM 155.253906 1689222026.7535
MEM 156.621094 1689222026.8545
MEM 156.929688 1689222026.9550
MEM 157.703125 1689222027.0554
MEM 158.976562 1689222027.1562
MEM 159.765625 1689222027.2572
MEM 160.773438 1689222027.3576
MEM 161.601562 1689222027.4581
MEM 162.125000 1689222027.5586
MEM 162.335938 1689222027.6594
MEM 162.542969 1689222027.7601
MEM 162.867188 1689222027.8606
MEM 163.710938 1689222027.9612
MEM 164.539062 1689222028.0617
MEM 164.875000 1689222028.1623
MEM 165.449219 1689222028.2631
MEM 165.765625 1689222028.3637
MEM 166.414062 1689222028.4643
MEM 167.171875 1689222028.5648
MEM 167.718750 1689222028.6653
MEM 168.015625 1689222028.7658
MEM 168.128906 1689222028.8669
MEM 168.128906 1689222028.9674
MEM 168.128906 1689222029.0689
MEM 168.140625 1689222029.1695
MEM 168.140625 1689222029.2701
MEM 168.140625 1689222029.3706
MEM 168.265625 1689222029.4711
MEM 168.343750 1689222029.5714
MEM 168.722656 1689222029.6719
MEM 168.722656 1689222029.7729
MEM 168.851562 1689222029.8736
MEM 168.851562 1689222029.9745
MEM 168.851562 1689222030.0752
MEM 168.851562 1689222030.1761
MEM 169.617188 1689222030.2776
MEM 171.414062 1689222030.3781
MEM 172.082031 1689222030.4789
MEM 172.082031 1689222030.5795
MEM 172.082031 1689222030.6800
MEM 172.816406 1689222030.7844
MEM 173.074219 1689222030.8857
MEM 173.093750 1689222030.9863
MEM 173.093750 1689222031.0867
MEM 173.648438 1689222031.1876
MEM 174.535156 1689222031.2883
MEM 174.667969 1689222031.3889
MEM 174.667969 1689222031.4895
MEM 174.667969 1689222031.5901
MEM 174.667969 1689222031.6908
MEM 174.667969 1689222031.7915
MEM 176.718750 1689222031.8921
MEM 176.718750 1689222031.9932
MEM 176.718750 1689222032.0937
MEM 176.714844 1689222032.1944
MEM 176.714844 1689222032.2949
MEM 176.972656 1689222032.3954
MEM 176.972656 1689222032.4961
MEM 178.261719 1689222032.5965
MEM 178.261719 1689222032.6971
MEM 178.261719 1689222032.7978
MEM 178.261719 1689222032.8985
MEM 178.261719 1689222032.9994
MEM 178.261719 1689222033.0998
MEM 178.261719 1689222033.2007
MEM 178.261719 1689222033.3018
MEM 178.261719 1689222033.4023
MEM 178.261719 1689222033.5028
MEM 178.261719 1689222033.6035
MEM 178.261719 1689222033.7040
MEM 178.261719 1689222033.8044
MEM 178.261719 1689222033.9049
MEM 178.773438 1689222034.0054
MEM 178.839844 1689222034.1059
MEM 179.093750 1689222034.2066
MEM 179.093750 1689222034.3070
MEM 179.093750 1689222034.4074
MEM 179.605469 1689222034.5079
MEM 179.605469 1689222034.6084
MEM 180.121094 1689222034.7090
MEM 180.121094 1689222034.8096
MEM 180.121094 1689222034.9105
MEM 183.417969 1689222035.0112
MEM 182.406250 1689222035.1117
MEM 182.406250 1689222035.2124
MEM 182.406250 1689222035.3131
MEM 182.406250 1689222035.4138
MEM 182.406250 1689222035.5143
MEM 182.406250 1689222035.6147
MEM 182.875000 1689222035.7152
MEM 182.875000 1689222035.8159
MEM 182.875000 1689222035.9183
MEM 182.875000 1689222036.0189
MEM 182.875000 1689222036.1194
MEM 182.875000 1689222036.2200
MEM 184.925781 1689222036.3208
MEM 184.925781 1689222036.4213
MEM 186.207031 1689222036.5219
MEM 186.464844 1689222036.6224
MEM 186.464844 1689222036.7229
MEM 186.464844 1689222036.8234
MEM 186.464844 1689222036.9241
MEM 186.464844 1689222037.0244
MEM 186.464844 1689222037.1249
MEM 186.464844 1689222037.2255
MEM 186.464844 1689222037.3260
MEM 186.464844 1689222037.4270
MEM 186.464844 1689222037.5273
MEM 186.464844 1689222037.6278
MEM 186.464844 1689222037.7283
MEM 186.464844 1689222037.8289
MEM 186.722656 1689222037.9294
MEM 186.722656 1689222038.0300
MEM 186.722656 1689222038.1306
MEM 186.722656 1689222038.2312
MEM 186.722656 1689222038.3316
MEM 186.722656 1689222038.4322
MEM 186.722656 1689222038.5328
MEM 186.980469 1689222038.6333
MEM 186.980469 1689222038.7339
MEM 186.980469 1689222038.8345
MEM 186.980469 1689222038.9352
MEM 187.238281 1689222039.0355
MEM 187.238281 1689222039.1460
MEM 187.238281 1689222039.2465
MEM 187.238281 1689222039.3505
MEM 187.238281 1689222039.4510
MEM 187.238281 1689222039.5518
MEM 187.238281 1689222039.6522
MEM 187.238281 1689222039.7527
MEM 187.238281 1689222039.8534
MEM 187.238281 1689222039.9540
MEM 187.238281 1689222040.0545
MEM 187.238281 1689222040.1551
MEM 187.238281 1689222040.2556
MEM 187.496094 1689222040.3560
MEM 187.496094 1689222040.4613
MEM 187.496094 1689222040.5625
MEM 188.011719 1689222040.6632
MEM 188.011719 1689222040.7636
MEM 188.011719 1689222040.8641
MEM 188.523438 1689222040.9649
MEM 188.523438 1689222041.0687
MEM 188.523438 1689222041.1702
MEM 188.769531 1689222041.2708
MEM 188.769531 1689222041.3713
MEM 188.769531 1689222041.4717
