CMDLINE /usr/local/bin/python test.py
MEM 72.597656 1689223532.4232
MEM 72.597656 1689223532.5238
MEM 72.855469 1689223532.6243
MEM 72.855469 1689223532.7250
MEM 72.855469 1689223532.8253
MEM 72.855469 1689223532.9259
MEM 73.113281 1689223533.0265
MEM 73.113281 1689223533.1272
MEM 73.113281 1689223533.2277
MEM 73.371094 1689223533.3284
MEM 73.371094 1689223533.4290
MEM 73.371094 1689223533.5296
MEM 73.371094 1689223533.6302
MEM 73.628906 1689223533.7306
MEM 73.628906 1689223533.8313
MEM 73.628906 1689223533.9317
MEM 73.886719 1689223534.0324
MEM 73.886719 1689223534.1328
MEM 73.886719 1689223534.2334
MEM 73.886719 1689223534.3338
MEM 74.144531 1689223534.4344
MEM 74.144531 1689223534.5350
MEM 74.144531 1689223534.6355
MEM 74.402344 1689223534.7360
MEM 74.402344 1689223534.8364
MEM 74.402344 1689223534.9369
MEM 74.402344 1689223535.0373
MEM 74.660156 1689223535.1379
MEM 74.660156 1689223535.2384
MEM 74.660156 1689223535.3389
MEM 74.917969 1689223535.4393
MEM 74.917969 1689223535.5398
MEM 74.917969 1689223535.6405
MEM 74.917969 1689223535.7412
MEM 75.175781 1689223535.8417
MEM 75.175781 1689223535.9422
MEM 75.175781 1689223536.0427
MEM 75.433594 1689223536.1432
MEM 75.433594 1689223536.2436
MEM 75.433594 1689223536.3443
MEM 75.433594 1689223536.4448
MEM 75.691406 1689223536.5452
MEM 75.691406 1689223536.6457
MEM 75.691406 1689223536.7463
MEM 75.949219 1689223536.8469
MEM 75.949219 1689223536.9474
MEM 75.949219 1689223537.0479
MEM 75.949219 1689223537.1483
MEM 76.207031 1689223537.2524
MEM 76.207031 1689223537.3529
MEM 76.207031 1689223537.4536
MEM 76.464844 1689223537.5543
MEM 76.464844 1689223537.6548
MEM 76.464844 1689223537.7553
MEM 76.464844 1689223537.8559
MEM 76.722656 1689223537.9566
MEM 76.722656 1689223538.0572
MEM 76.722656 1689223538.1578
MEM 76.980469 1689223538.2583
MEM 76.980469 1689223538.3587
MEM 76.980469 1689223538.4593
MEM 76.980469 1689223538.5599
MEM 77.238281 1689223538.6604
MEM 77.238281 1689223538.7609
MEM 77.238281 1689223538.8615
MEM 77.496094 1689223538.9623
MEM 77.496094 1689223539.0629
MEM 77.496094 1689223539.1634
MEM 77.496094 1689223539.2642
MEM 77.753906 1689223539.3646
MEM 77.753906 1689223539.4653
MEM 77.753906 1689223539.5657
MEM 78.011719 1689223539.6663
MEM 78.011719 1689223539.7669
MEM 78.011719 1689223539.8674
MEM 78.011719 1689223539.9680
MEM 78.269531 1689223540.0686
MEM 78.269531 1689223540.1690
MEM 78.269531 1689223540.2694
MEM 78.269531 1689223540.3700
MEM 78.527344 1689223540.4703
MEM 78.527344 1689223540.5709
MEM 78.527344 1689223540.6715
MEM 78.785156 1689223540.7722
MEM 78.785156 1689223540.8728
MEM 78.785156 1689223540.9734
MEM 79.042969 1689223541.0740
MEM 79.042969 1689223541.1745
MEM 79.042969 1689223541.2752
MEM 79.042969 1689223541.3756
MEM 79.300781 1689223541.4763
MEM 79.300781 1689223541.5768
MEM 79.300781 1689223541.6773
MEM 79.300781 1689223541.7778
MEM 79.558594 1689223541.8784
MEM 79.558594 1689223541.9789
MEM 79.558594 1689223542.0795
MEM 79.816406 1689223542.1803
MEM 79.816406 1689223542.2809
MEM 79.816406 1689223542.3832
MEM 79.816406 1689223542.4837
MEM 80.074219 1689223542.5842
MEM 80.074219 1689223542.6847
MEM 80.074219 1689223542.7853
MEM 80.332031 1689223542.8857
MEM 80.332031 1689223542.9863
MEM 80.332031 1689223543.0869
MEM 80.332031 1689223543.1875
MEM 80.589844 1689223543.2881
MEM 80.589844 1689223543.3886
MEM 80.589844 1689223543.4892
MEM 80.847656 1689223543.5897
MEM 80.847656 1689223543.6903
MEM 80.847656 1689223543.7909
MEM 80.847656 1689223543.8914
MEM 81.105469 1689223543.9920
MEM 81.105469 1689223544.0924
MEM 81.105469 1689223544.1930
MEM 81.363281 1689223544.2934
MEM 81.363281 1689223544.3940
MEM 81.363281 1689223544.4945
MEM 81.363281 1689223544.5953
MEM 81.621094 1689223544.6958
MEM 81.621094 1689223544.7965
MEM 81.621094 1689223544.8972
MEM 81.878906 1689223544.9978
MEM 81.878906 1689223545.0984
MEM 81.878906 1689223545.1989
MEM 81.878906 1689223545.2993
MEM 82.136719 1689223545.3999
MEM 82.136719 1689223545.5005
MEM 82.136719 1689223545.6009
MEM 82.394531 1689223545.7015
MEM 82.394531 1689223545.8020
MEM 82.394531 1689223545.9025
MEM 82.394531 1689223546.0029
MEM 82.652344 1689223546.1034
MEM 82.652344 1689223546.2039
MEM 82.652344 1689223546.3046
MEM 82.910156 1689223546.4052
MEM 82.910156 1689223546.5058
MEM 82.910156 1689223546.6063
MEM 82.910156 1689223546.7067
MEM 83.167969 1689223546.8075
MEM 83.167969 1689223546.9081
MEM 83.167969 1689223547.0087
MEM 83.425781 1689223547.1094
MEM 83.425781 1689223547.2099
MEM 83.425781 1689223547.3104
MEM 83.425781 1689223547.4110
MEM 83.683594 1689223547.5163
MEM 83.683594 1689223547.6169
MEM 83.683594 1689223547.7174
MEM 83.941406 1689223547.8179
MEM 83.941406 1689223547.9185
MEM 83.941406 1689223548.0192
MEM 83.941406 1689223548.1198
MEM 84.199219 1689223548.2205
MEM 84.199219 1689223548.3212
MEM 84.199219 1689223548.4217
MEM 84.457031 1689223548.5224
MEM 84.457031 1689223548.6229
MEM 84.582031 1689223548.7234
MEM 84.582031 1689223548.8239
MEM 84.582031 1689223548.9245
MEM 84.582031 1689223549.0252
MEM 84.835938 1689223549.1257
MEM 84.835938 1689223549.2264
MEM 84.835938 1689223549.3269
MEM 85.093750 1689223549.4275
MEM 85.093750 1689223549.5280
MEM 85.093750 1689223549.6284
MEM 85.351562 1689223549.7289
MEM 85.351562 1689223549.8293
MEM 85.351562 1689223549.9300
MEM 85.351562 1689223550.0305
MEM 85.609375 1689223550.1309
MEM 85.609375 1689223550.2315
MEM 85.609375 1689223550.3322
MEM 85.609375 1689223550.4327
MEM 85.867188 1689223550.5334
MEM 85.867188 1689223550.6342
MEM 85.867188 1689223550.7346
MEM 86.125000 1689223550.8352
MEM 86.125000 1689223550.9356
MEM 86.125000 1689223551.0362
MEM 86.125000 1689223551.1366
MEM 86.382812 1689223551.2372
MEM 86.382812 1689223551.3380
MEM 86.382812 1689223551.4385
MEM 86.640625 1689223551.5392
MEM 86.640625 1689223551.6397
MEM 86.640625 1689223551.7402
MEM 86.640625 1689223551.8407
MEM 86.898438 1689223551.9413
MEM 86.898438 1689223552.0420
MEM 86.898438 1689223552.1424
MEM 87.156250 1689223552.2429
MEM 87.156250 1689223552.3434
MEM 87.156250 1689223552.4439
MEM 87.156250 1689223552.5444
MEM 87.414062 1689223552.6465
MEM 87.414062 1689223552.7470
MEM 87.414062 1689223552.8475
MEM 87.671875 1689223552.9482
MEM 87.671875 1689223553.0487
MEM 87.671875 1689223553.1492
MEM 87.671875 1689223553.2496
MEM 87.929688 1689223553.3501
MEM 87.929688 1689223553.4506
MEM 87.929688 1689223553.5513
MEM 88.187500 1689223553.6519
MEM 88.187500 1689223553.7525
MEM 88.187500 1689223553.8532
MEM 88.187500 1689223553.9536
MEM 88.445312 1689223554.0542
MEM 88.445312 1689223554.1547
MEM 88.445312 1689223554.2554
MEM 88.703125 1689223554.3560
MEM 88.703125 1689223554.4566
MEM 88.703125 1689223554.5572
MEM 88.703125 1689223554.6577
MEM 88.960938 1689223554.7582
MEM 88.960938 1689223554.8588
MEM 88.960938 1689223554.9593
MEM 89.218750 1689223555.0599
MEM 89.218750 1689223555.1603
MEM 89.218750 1689223555.2608
MEM 89.218750 1689223555.3614
MEM 89.476562 1689223555.4618
MEM 89.476562 1689223555.5624
MEM 89.476562 1689223555.6629
MEM 89.734375 1689223555.7634
MEM 89.734375 1689223555.8638
MEM 89.734375 1689223555.9645
MEM 89.734375 1689223556.0650
MEM 89.992188 1689223556.1655
MEM 89.992188 1689223556.2660
MEM 89.992188 1689223556.3664
MEM 90.250000 1689223556.4670
MEM 90.250000 1689223556.5674
MEM 90.250000 1689223556.6679
MEM 90.250000 1689223556.7683
MEM 90.507812 1689223556.8687
MEM 90.507812 1689223556.9693
MEM 90.507812 1689223557.0697
MEM 90.765625 1689223557.1703
MEM 90.765625 1689223557.2707
MEM 90.765625 1689223557.3713
MEM 90.765625 1689223557.4718
MEM 91.023438 1689223557.5722
MEM 91.023438 1689223557.6727
MEM 91.023438 1689223557.7754
MEM 91.281250 1689223557.8758
MEM 91.281250 1689223557.9764
MEM 91.281250 1689223558.0770
MEM 91.281250 1689223558.1774
MEM 91.539062 1689223558.2779
MEM 91.539062 1689223558.3785
MEM 91.539062 1689223558.4793
MEM 91.796875 1689223558.5798
MEM 91.796875 1689223558.6804
MEM 91.796875 1689223558.7809
MEM 91.796875 1689223558.8814
MEM 92.054688 1689223558.9819
MEM 92.054688 1689223559.0823
MEM 92.054688 1689223559.1828
MEM 92.312500 1689223559.2833
MEM 92.312500 1689223559.3839
MEM 92.312500 1689223559.4843
MEM 92.312500 1689223559.5849
MEM 92.570312 1689223559.6854
MEM 92.570312 1689223559.7862
MEM 92.750000 1689223559.8866
MEM 92.750000 1689223559.9873
MEM 92.750000 1689223560.0876
MEM 92.750000 1689223560.1882
MEM 93.003906 1689223560.2887
MEM 93.003906 1689223560.3892
MEM 93.003906 1689223560.4898
MEM 93.261719 1689223560.5905
MEM 93.261719 1689223560.6913
MEM 93.261719 1689223560.7918
MEM 93.261719 1689223560.8924
MEM 93.519531 1689223560.9932
MEM 93.519531 1689223561.0936
MEM 93.519531 1689223561.1943
MEM 93.777344 1689223561.2949
MEM 93.777344 1689223561.3954
MEM 93.777344 1689223561.4962
MEM 93.777344 1689223561.5966
MEM 94.035156 1689223561.6972
MEM 94.035156 1689223561.7977
MEM 94.035156 1689223561.8982
MEM 94.292969 1689223561.9987
MEM 94.292969 1689223562.0992
MEM 94.292969 1689223562.1997
MEM 94.292969 1689223562.3002
MEM 94.550781 1689223562.4006
MEM 94.550781 1689223562.5012
MEM 94.550781 1689223562.6017
MEM 94.808594 1689223562.7022
MEM 94.808594 1689223562.8027
MEM 94.808594 1689223562.9066
MEM 95.066406 1689223563.0072
MEM 95.066406 1689223563.1076
MEM 95.066406 1689223563.2082
MEM 95.066406 1689223563.3087
MEM 95.324219 1689223563.4094
MEM 95.324219 1689223563.5099
MEM 95.324219 1689223563.6103
MEM 95.324219 1689223563.7109
MEM 95.582031 1689223563.8116
MEM 95.582031 1689223563.9123
MEM 95.582031 1689223564.0129
MEM 95.839844 1689223564.1134
MEM 95.839844 1689223564.2140
MEM 95.839844 1689223564.3146
MEM 95.839844 1689223564.4152
MEM 96.097656 1689223564.5157
MEM 96.097656 1689223564.6163
MEM 96.097656 1689223564.7167
MEM 96.355469 1689223564.8172
MEM 96.355469 1689223564.9178
MEM 96.355469 1689223565.0183
MEM 96.613281 1689223565.1188
MEM 96.613281 1689223565.2194
MEM 96.613281 1689223565.3199
MEM 96.613281 1689223565.4204
MEM 96.871094 1689223565.5208
MEM 96.871094 1689223565.6215
MEM 96.871094 1689223565.7222
MEM 97.128906 1689223565.8228
MEM 97.128906 1689223565.9234
MEM 97.128906 1689223566.0239
MEM 97.128906 1689223566.1243
MEM 97.386719 1689223566.2249
MEM 97.386719 1689223566.3253
MEM 97.386719 1689223566.4258
MEM 97.644531 1689223566.5262
MEM 97.644531 1689223566.6267
MEM 97.644531 1689223566.7272
MEM 97.644531 1689223566.8277
MEM 97.902344 1689223566.9282
MEM 97.902344 1689223567.0288
MEM 97.902344 1689223567.1295
MEM 98.160156 1689223567.2301
MEM 98.160156 1689223567.3305
MEM 98.160156 1689223567.4312
MEM 98.160156 1689223567.5317
MEM 98.417969 1689223567.6323
MEM 98.417969 1689223567.7329
MEM 98.417969 1689223567.8335
MEM 98.675781 1689223567.9340
MEM 98.675781 1689223568.0362
MEM 98.675781 1689223568.1367
MEM 98.933594 1689223568.2373
MEM 98.933594 1689223568.3377
MEM 98.933594 1689223568.4383
MEM 98.933594 1689223568.5388
MEM 99.191406 1689223568.6392
MEM 99.191406 1689223568.7390
MEM 99.191406 1689223568.8396
MEM 99.191406 1689223568.9401
MEM 99.449219 1689223569.0407
MEM 99.449219 1689223569.1412
MEM 99.449219 1689223569.2418
MEM 99.707031 1689223569.3423
MEM 99.707031 1689223569.4430
MEM 99.707031 1689223569.5437
MEM 99.707031 1689223569.6442
MEM 99.964844 1689223569.7480
MEM 99.964844 1689223569.8541
MEM 99.964844 1689223569.9548
MEM 99.964844 1689223570.0552
MEM 99.964844 1689223570.1558
MEM 100.222656 1689223570.2563
MEM 100.222656 1689223570.3569
MEM 100.222656 1689223570.4576
MEM 100.480469 1689223570.5581
MEM 100.480469 1689223570.6588
MEM 100.480469 1689223570.7593
MEM 100.480469 1689223570.8597
MEM 100.738281 1689223570.9603
MEM 100.738281 1689223571.0609
MEM 100.738281 1689223571.1614
MEM 100.996094 1689223571.2618
MEM 100.996094 1689223571.3623
MEM 100.996094 1689223571.4627
MEM 100.996094 1689223571.5631
MEM 101.253906 1689223571.6637
MEM 101.253906 1689223571.7643
MEM 101.253906 1689223571.8649
MEM 101.511719 1689223571.9653
MEM 101.511719 1689223572.0658
MEM 101.511719 1689223572.1663
MEM 101.769531 1689223572.2668
MEM 101.769531 1689223572.3672
MEM 101.769531 1689223572.4678
MEM 101.769531 1689223572.5682
MEM 102.027344 1689223572.6687
MEM 102.027344 1689223572.7692
MEM 102.027344 1689223572.8697
MEM 102.027344 1689223572.9702
MEM 102.285156 1689223573.0709
MEM 102.285156 1689223573.1738
MEM 102.285156 1689223573.2743
MEM 102.542969 1689223573.3747
MEM 102.542969 1689223573.4752
MEM 102.542969 1689223573.5758
MEM 102.542969 1689223573.6762
MEM 102.800781 1689223573.7768
MEM 102.800781 1689223573.8773
MEM 102.800781 1689223573.9778
MEM 103.058594 1689223574.0784
MEM 103.058594 1689223574.1790
MEM 103.058594 1689223574.2795
MEM 103.058594 1689223574.3799
MEM 103.316406 1689223574.4807
MEM 103.316406 1689223574.5811
MEM 103.316406 1689223574.6818
MEM 103.574219 1689223574.7823
MEM 103.574219 1689223574.8828
MEM 103.574219 1689223574.9833
MEM 103.574219 1689223575.0838
MEM 103.832031 1689223575.1843
MEM 103.832031 1689223575.2850
MEM 103.832031 1689223575.3856
MEM 104.089844 1689223575.4860
MEM 104.089844 1689223575.5864
MEM 104.089844 1689223575.6869
MEM 104.089844 1689223575.7874
MEM 104.347656 1689223575.8880
MEM 104.347656 1689223575.9885
MEM 104.347656 1689223576.0890
MEM 104.605469 1689223576.1897
MEM 104.605469 1689223576.2902
MEM 104.605469 1689223576.3907
MEM 104.605469 1689223576.4912
MEM 104.863281 1689223576.5917
MEM 104.863281 1689223576.6924
MEM 104.863281 1689223576.7930
MEM 105.121094 1689223576.8934
MEM 105.121094 1689223576.9938
MEM 105.121094 1689223577.0943
MEM 105.121094 1689223577.1948
MEM 105.378906 1689223577.2953
MEM 105.378906 1689223577.3959
MEM 105.378906 1689223577.4964
MEM 105.636719 1689223577.5970
MEM 105.636719 1689223577.6975
MEM 105.636719 1689223577.7981
MEM 105.636719 1689223577.8987
MEM 105.894531 1689223577.9992
MEM 105.894531 1689223578.0998
MEM 105.894531 1689223578.2003
MEM 106.152344 1689223578.3043
MEM 106.152344 1689223578.4049
MEM 106.152344 1689223578.5057
MEM 106.410156 1689223578.6062
MEM 106.410156 1689223578.7069
MEM 106.410156 1689223578.8074
MEM 106.410156 1689223578.9080
MEM 106.667969 1689223579.0085
MEM 106.667969 1689223579.1090
MEM 106.667969 1689223579.2098
MEM 106.925781 1689223579.3103
MEM 106.925781 1689223579.4110
MEM 106.925781 1689223579.5117
MEM 106.925781 1689223579.6122
MEM 107.183594 1689223579.7128
MEM 107.183594 1689223579.8131
MEM 107.183594 1689223579.9138
MEM 107.441406 1689223580.0144
MEM 107.441406 1689223580.1149
MEM 107.441406 1689223580.2156
MEM 107.441406 1689223580.3160
MEM 107.699219 1689223580.4164
MEM 107.699219 1689223580.5168
MEM 107.699219 1689223580.6173
MEM 107.699219 1689223580.7178
MEM 107.957031 1689223580.8184
MEM 107.957031 1689223580.9190
MEM 107.957031 1689223581.0196
MEM 108.214844 1689223581.1201
MEM 108.214844 1689223581.2207
MEM 108.214844 1689223581.3212
MEM 108.214844 1689223581.4218
MEM 108.472656 1689223581.5224
MEM 108.472656 1689223581.6230
MEM 108.472656 1689223581.7237
MEM 108.730469 1689223581.8242
MEM 108.730469 1689223581.9247
MEM 108.730469 1689223582.0252
MEM 108.730469 1689223582.1259
MEM 108.988281 1689223582.2266
MEM 108.988281 1689223582.3272
MEM 108.988281 1689223582.4277
MEM 109.246094 1689223582.5283
MEM 109.246094 1689223582.6287
MEM 109.246094 1689223582.7291
MEM 109.503906 1689223582.8297
MEM 109.503906 1689223582.9302
MEM 109.503906 1689223583.0307
MEM 109.503906 1689223583.1312
MEM 109.761719 1689223583.2318
MEM 109.761719 1689223583.3323
MEM 109.761719 1689223583.4354
MEM 110.019531 1689223583.5360
MEM 110.019531 1689223583.6364
MEM 110.019531 1689223583.7369
MEM 110.019531 1689223583.8374
MEM 110.277344 1689223583.9379
MEM 110.277344 1689223584.0383
MEM 110.277344 1689223584.1389
MEM 110.535156 1689223584.2393
MEM 110.535156 1689223584.3400
MEM 110.535156 1689223584.4405
MEM 110.535156 1689223584.5409
MEM 110.792969 1689223584.6416
MEM 110.792969 1689223584.7420
MEM 110.792969 1689223584.8427
MEM 111.050781 1689223584.9433
MEM 111.050781 1689223585.0440
MEM 111.050781 1689223585.1444
MEM 111.050781 1689223585.2448
MEM 111.308594 1689223585.3452
MEM 111.308594 1689223585.4457
MEM 111.308594 1689223585.5461
MEM 111.566406 1689223585.6467
MEM 111.566406 1689223585.7471
MEM 111.566406 1689223585.8477
MEM 111.566406 1689223585.9482
MEM 111.824219 1689223586.0487
MEM 111.824219 1689223586.1492
MEM 111.824219 1689223586.2499
MEM 112.082031 1689223586.3504
MEM 112.082031 1689223586.4509
MEM 112.082031 1689223586.5514
MEM 112.082031 1689223586.6519
MEM 112.339844 1689223586.7523
MEM 112.339844 1689223586.8528
MEM 112.339844 1689223586.9533
MEM 112.597656 1689223587.0538
MEM 112.597656 1689223587.1542
MEM 112.597656 1689223587.2548
MEM 112.597656 1689223587.3553
MEM 112.855469 1689223587.4562
MEM 112.855469 1689223587.5567
MEM 112.855469 1689223587.6571
MEM 113.113281 1689223587.7578
MEM 113.113281 1689223587.8584
MEM 113.113281 1689223587.9588
MEM 113.113281 1689223588.0593
MEM 113.371094 1689223588.1600
MEM 113.371094 1689223588.2605
MEM 113.371094 1689223588.3609
MEM 113.628906 1689223588.4613
MEM 113.628906 1689223588.5649
MEM 113.628906 1689223588.6653
MEM 113.628906 1689223588.7657
MEM 113.886719 1689223588.8663
MEM 113.886719 1689223588.9667
MEM 113.886719 1689223589.0673
MEM 114.144531 1689223589.1677
MEM 114.144531 1689223589.2683
MEM 114.144531 1689223589.3689
MEM 114.144531 1689223589.4694
MEM 114.402344 1689223589.5698
MEM 114.402344 1689223589.6702
MEM 114.402344 1689223589.7709
MEM 114.660156 1689223589.8716
MEM 114.660156 1689223589.9721
MEM 114.660156 1689223590.0728
MEM 114.917969 1689223590.1733
MEM 114.917969 1689223590.2737
MEM 114.917969 1689223590.3742
MEM 114.917969 1689223590.4748
MEM 115.175781 1689223590.5752
MEM 115.175781 1689223590.6757
MEM 115.175781 1689223590.7761
MEM 115.175781 1689223590.8767
MEM 115.433594 1689223590.9772
MEM 115.433594 1689223591.0779
MEM 115.433594 1689223591.1783
MEM 115.691406 1689223591.2789
MEM 115.691406 1689223591.3794
MEM 115.691406 1689223591.4799
MEM 115.691406 1689223591.5806
MEM 115.949219 1689223591.6811
MEM 115.949219 1689223591.7817
MEM 115.949219 1689223591.8822
MEM 116.207031 1689223591.9828
MEM 116.207031 1689223592.0833
MEM 116.207031 1689223592.1839
MEM 116.207031 1689223592.2843
MEM 116.464844 1689223592.3847
MEM 116.464844 1689223592.4852
MEM 116.464844 1689223592.5861
MEM 116.722656 1689223592.6867
MEM 116.722656 1689223592.7872
MEM 116.722656 1689223592.8878
MEM 116.722656 1689223592.9884
MEM 116.980469 1689223593.0890
MEM 116.980469 1689223593.1896
MEM 116.980469 1689223593.2901
MEM 117.238281 1689223593.3907
MEM 117.238281 1689223593.4912
MEM 117.238281 1689223593.5918
MEM 117.238281 1689223593.6940
MEM 117.496094 1689223593.7945
MEM 117.496094 1689223593.8950
MEM 117.496094 1689223593.9955
MEM 117.753906 1689223594.0960
MEM 117.753906 1689223594.1965
MEM 117.753906 1689223594.2969
MEM 117.753906 1689223594.3974
MEM 118.011719 1689223594.4980
MEM 118.011719 1689223594.5988
MEM 118.011719 1689223594.6993
MEM 118.269531 1689223594.8000
MEM 118.269531 1689223594.9005
MEM 118.269531 1689223595.0010
MEM 118.527344 1689223595.1015
MEM 118.527344 1689223595.2020
MEM 118.527344 1689223595.3024
MEM 118.527344 1689223595.4030
MEM 118.785156 1689223595.5036
MEM 118.785156 1689223595.6041
MEM 118.785156 1689223595.7047
MEM 119.042969 1689223595.8054
MEM 119.042969 1689223595.9059
MEM 119.042969 1689223596.0063
MEM 119.042969 1689223596.1069
MEM 119.300781 1689223596.2075
MEM 119.300781 1689223596.3079
MEM 119.300781 1689223596.4083
MEM 119.558594 1689223596.5089
MEM 119.558594 1689223596.6095
MEM 119.558594 1689223596.7099
MEM 119.558594 1689223596.8104
MEM 119.816406 1689223596.9109
MEM 119.816406 1689223597.0115
MEM 119.816406 1689223597.1119
MEM 120.074219 1689223597.2124
MEM 120.074219 1689223597.3128
MEM 120.074219 1689223597.4133
MEM 120.074219 1689223597.5137
MEM 120.332031 1689223597.6142
MEM 120.332031 1689223597.7148
MEM 120.332031 1689223597.8153
MEM 120.589844 1689223597.9160
MEM 120.589844 1689223598.0165
MEM 120.589844 1689223598.1170
MEM 120.589844 1689223598.2177
MEM 120.847656 1689223598.3182
MEM 120.847656 1689223598.4187
MEM 120.847656 1689223598.5192
MEM 121.105469 1689223598.6198
MEM 121.105469 1689223598.7207
MEM 121.105469 1689223598.8229
MEM 121.105469 1689223598.9233
MEM 121.363281 1689223599.0238
MEM 121.363281 1689223599.1243
MEM 121.363281 1689223599.2249
MEM 121.621094 1689223599.3254
MEM 121.621094 1689223599.4259
MEM 121.621094 1689223599.5263
MEM 121.621094 1689223599.6268
MEM 121.878906 1689223599.7274
MEM 121.878906 1689223599.8278
MEM 121.878906 1689223599.9283
MEM 122.136719 1689223600.0288
MEM 122.136719 1689223600.1293
MEM 122.136719 1689223600.2298
MEM 122.394531 1689223600.3303
MEM 122.394531 1689223600.4307
MEM 122.394531 1689223600.5313
MEM 122.394531 1689223600.6318
MEM 122.652344 1689223600.7323
MEM 122.652344 1689223600.8328
MEM 122.652344 1689223600.9334
MEM 122.910156 1689223601.0338
MEM 122.910156 1689223601.1343
MEM 122.910156 1689223601.2349
MEM 122.910156 1689223601.3356
MEM 123.167969 1689223601.4361
MEM 123.167969 1689223601.5367
MEM 123.167969 1689223601.6373
MEM 123.425781 1689223601.7380
MEM 123.425781 1689223601.8385
MEM 123.425781 1689223601.9390
MEM 123.425781 1689223602.0398
MEM 123.683594 1689223602.1401
MEM 123.683594 1689223602.2407
MEM 123.683594 1689223602.3413
MEM 123.910156 1689223602.4419
MEM 123.910156 1689223602.5423
MEM 123.910156 1689223602.6429
MEM 123.910156 1689223602.7435
MEM 124.164062 1689223602.8439
MEM 124.164062 1689223602.9446
MEM 124.164062 1689223603.0451
MEM 124.421875 1689223603.1457
MEM 124.421875 1689223603.2462
MEM 124.421875 1689223603.3468
MEM 124.421875 1689223603.4473
MEM 124.679688 1689223603.5479
MEM 124.679688 1689223603.6486
MEM 124.679688 1689223603.7492
MEM 124.937500 1689223603.8496
MEM 124.937500 1689223603.9535
MEM 124.937500 1689223604.0540
MEM 125.195312 1689223604.1546
MEM 125.195312 1689223604.2550
MEM 125.195312 1689223604.3557
MEM 125.195312 1689223604.4561
MEM 125.453125 1689223604.5568
MEM 125.453125 1689223604.6572
MEM 125.453125 1689223604.7577
MEM 125.710938 1689223604.8583
MEM 125.710938 1689223604.9587
MEM 125.710938 1689223605.0592
MEM 125.710938 1689223605.1596
MEM 125.968750 1689223605.2600
MEM 125.968750 1689223605.3606
MEM 125.968750 1689223605.4611
MEM 126.226562 1689223605.5617
MEM 126.226562 1689223605.6621
MEM 126.226562 1689223605.7629
MEM 126.226562 1689223605.8636
MEM 126.484375 1689223605.9640
MEM 126.484375 1689223606.0646
MEM 126.484375 1689223606.1652
MEM 126.742188 1689223606.2657
MEM 126.742188 1689223606.3661
MEM 126.742188 1689223606.4667
MEM 126.742188 1689223606.5673
MEM 127.000000 1689223606.6743
MEM 127.000000 1689223606.7814
MEM 127.000000 1689223606.8818
MEM 127.000000 1689223606.9824
MEM 127.257812 1689223607.0828
MEM 127.257812 1689223607.1832
MEM 127.257812 1689223607.2838
MEM 127.257812 1689223607.3844
MEM 127.515625 1689223607.4849
MEM 127.515625 1689223607.5856
MEM 127.515625 1689223607.6861
MEM 127.773438 1689223607.7866
MEM 127.773438 1689223607.8871
MEM 127.773438 1689223607.9876
MEM 127.773438 1689223608.0881
MEM 128.031250 1689223608.1887
MEM 128.031250 1689223608.2892
MEM 128.031250 1689223608.3898
MEM 128.289062 1689223608.4902
MEM 128.289062 1689223608.5908
MEM 128.289062 1689223608.6914
MEM 128.289062 1689223608.7918
MEM 128.546875 1689223608.8925
MEM 128.546875 1689223608.9931
MEM 128.546875 1689223609.0953
MEM 128.804688 1689223609.1958
MEM 128.804688 1689223609.2963
MEM 128.804688 1689223609.3969
MEM 128.804688 1689223609.4976
MEM 129.062500 1689223609.5980
MEM 129.062500 1689223609.6987
MEM 129.062500 1689223609.7992
MEM 129.320312 1689223609.8997
MEM 129.320312 1689223610.0002
MEM 129.320312 1689223610.1009
MEM 129.320312 1689223610.2015
MEM 129.578125 1689223610.3020
MEM 129.578125 1689223610.4026
MEM 129.578125 1689223610.5031
MEM 129.835938 1689223610.6037
MEM 129.835938 1689223610.7043
MEM 129.835938 1689223610.8049
MEM 129.835938 1689223610.9056
MEM 130.093750 1689223611.0062
MEM 130.093750 1689223611.1068
MEM 130.093750 1689223611.2073
MEM 130.351562 1689223611.3079
MEM 130.351562 1689223611.4086
MEM 130.351562 1689223611.5091
MEM 130.351562 1689223611.6096
MEM 130.609375 1689223611.7101
MEM 130.609375 1689223611.8105
MEM 130.609375 1689223611.9110
MEM 130.867188 1689223612.0117
MEM 130.867188 1689223612.1122
MEM 130.867188 1689223612.2129
MEM 131.125000 1689223612.3135
MEM 131.125000 1689223612.4140
MEM 131.125000 1689223612.5145
MEM 131.125000 1689223612.6151
MEM 131.382812 1689223612.7156
MEM 131.382812 1689223612.8160
MEM 131.382812 1689223612.9167
MEM 131.382812 1689223613.0172
MEM 131.640625 1689223613.1179
MEM 131.640625 1689223613.2184
MEM 131.640625 1689223613.3189
MEM 131.898438 1689223613.4195
MEM 131.898438 1689223613.5201
MEM 131.898438 1689223613.6207
MEM 132.156250 1689223613.7211
MEM 132.156250 1689223613.8218
MEM 132.156250 1689223613.9225
MEM 132.156250 1689223614.0228
MEM 132.414062 1689223614.1234
MEM 132.414062 1689223614.2268
MEM 132.414062 1689223614.3274
MEM 132.671875 1689223614.4278
MEM 132.671875 1689223614.5283
MEM 132.671875 1689223614.6289
MEM 132.671875 1689223614.7296
MEM 132.929688 1689223614.8301
MEM 132.929688 1689223614.9307
MEM 132.929688 1689223615.0312
