CMDLINE /usr/local/bin/python main.py
MEM 111.652344 1689224642.8188
MEM 111.664062 1689224642.9193
MEM 111.792969 1689224643.0700
MEM 111.792969 1689224643.1705
MEM 111.792969 1689224643.2710
MEM 111.792969 1689224643.3715
MEM 113.800781 1689224643.4719
MEM 114.109375 1689224643.5728
MEM 114.125000 1689224643.6734
MEM 114.125000 1689224643.7739
MEM 114.332031 1689224643.8743
MEM 114.332031 1689224643.9750
MEM 114.816406 1689224644.0754
MEM 120.281250 1689224644.1760
MEM 121.988281 1689224644.2764
MEM 122.921875 1689224644.3769
MEM 124.000000 1689224644.4774
MEM 124.605469 1689224644.5778
MEM 125.273438 1689224644.6785
MEM 125.511719 1689224644.7790
MEM 125.769531 1689224644.8793
MEM 126.281250 1689224644.9797
MEM 126.281250 1689224645.0804
MEM 127.507812 1689224645.1810
MEM 127.574219 1689224645.2815
MEM 127.832031 1689224645.3820
MEM 128.343750 1689224645.4834
MEM 128.621094 1689224645.5839
MEM 128.640625 1689224645.6844
MEM 129.042969 1689224645.7850
MEM 129.382812 1689224645.8959
MEM 129.382812 1689224645.9970
MEM 130.503906 1689224646.0976
MEM 131.074219 1689224646.1983
MEM 131.074219 1689224646.2987
MEM 131.039062 1689224646.4010
MEM 131.039062 1689224646.5068
MEM 131.808594 1689224646.6074
MEM 131.808594 1689224646.7082
MEM 131.808594 1689224646.8087
MEM 131.820312 1689224646.9098
MEM 133.867188 1689224647.0102
MEM 134.976562 1689224647.1108
MEM 134.976562 1689224647.2113
MEM 134.976562 1689224647.3120
MEM 134.988281 1689224647.4128
MEM 135.757812 1689224647.5136
MEM 135.933594 1689224647.6142
MEM 135.933594 1689224647.7147
MEM 136.187500 1689224647.8156
MEM 136.445312 1689224647.9164
MEM 137.214844 1689224648.0169
MEM 137.312500 1689224648.1174
MEM 137.312500 1689224648.2180
MEM 138.082031 1689224648.3184
MEM 138.082031 1689224648.4188
MEM 138.089844 1689224648.5195
MEM 138.089844 1689224648.6200
MEM 138.152344 1689224648.7199
MEM 138.152344 1689224648.8204
MEM 138.152344 1689224648.9208
MEM 138.152344 1689224649.0214
MEM 138.210938 1689224649.1219
MEM 138.210938 1689224649.2225
MEM 138.210938 1689224649.3230
MEM 138.210938 1689224649.4236
MEM 138.210938 1689224649.5240
MEM 138.210938 1689224649.6245
MEM 138.210938 1689224649.7254
MEM 138.210938 1689224649.8259
MEM 138.210938 1689224649.9352
MEM 138.210938 1689224650.0359
MEM 138.210938 1689224650.1367
MEM 138.210938 1689224650.2374
MEM 138.210938 1689224650.3381
MEM 138.210938 1689224650.4388
MEM 138.210938 1689224650.5393
MEM 138.210938 1689224650.6398
MEM 138.210938 1689224650.7403
MEM 138.210938 1689224650.8408
MEM 138.210938 1689224650.9413
MEM 138.210938 1689224651.0420
MEM 138.210938 1689224651.1428
MEM 138.210938 1689224651.2436
MEM 138.210938 1689224651.3446
MEM 138.210938 1689224651.4453
MEM 138.210938 1689224651.5460
MEM 138.210938 1689224651.6492
MEM 138.210938 1689224651.7499
MEM 138.210938 1689224651.8550
MEM 138.210938 1689224651.9556
MEM 138.210938 1689224652.0561
MEM 138.210938 1689224652.1569
MEM 138.210938 1689224652.2577
MEM 138.210938 1689224652.3586
MEM 138.210938 1689224652.4591
MEM 138.210938 1689224652.5597
MEM 138.210938 1689224652.6603
MEM 138.210938 1689224652.7608
MEM 138.210938 1689224652.8617
MEM 138.210938 1689224652.9625
MEM 138.210938 1689224653.0636
MEM 138.210938 1689224653.1642
MEM 138.210938 1689224653.2650
MEM 138.210938 1689224653.3657
MEM 138.210938 1689224653.4664
MEM 138.210938 1689224653.5672
MEM 138.210938 1689224653.6680
MEM 138.210938 1689224653.7687
MEM 138.210938 1689224653.8698
MEM 138.210938 1689224653.9703
MEM 138.210938 1689224654.0710
MEM 138.210938 1689224654.1721
MEM 138.210938 1689224654.2728
MEM 138.210938 1689224654.3738
MEM 138.210938 1689224654.4744
MEM 138.210938 1689224654.5751
MEM 138.210938 1689224654.6759
MEM 138.210938 1689224654.7767
MEM 138.210938 1689224654.8778
MEM 138.210938 1689224654.9784
MEM 138.210938 1689224655.0788
MEM 138.210938 1689224655.1799
MEM 138.210938 1689224655.2808
MEM 138.210938 1689224655.3821
MEM 138.210938 1689224655.4827
MEM 138.210938 1689224655.5834
MEM 138.210938 1689224655.6842
MEM 138.210938 1689224655.7851
MEM 138.210938 1689224655.8860
MEM 138.210938 1689224655.9868
MEM 138.210938 1689224656.0877
MEM 138.210938 1689224656.1884
MEM 138.210938 1689224656.2892
MEM 138.210938 1689224656.3902
MEM 138.210938 1689224656.4911
MEM 138.210938 1689224656.5920
MEM 138.210938 1689224656.6932
MEM 138.210938 1689224656.7957
MEM 138.210938 1689224656.8963
MEM 138.210938 1689224656.9972
MEM 138.210938 1689224657.0980
MEM 138.210938 1689224657.1984
MEM 138.210938 1689224657.2993
MEM 138.210938 1689224657.4000
MEM 138.210938 1689224657.5008
MEM 138.210938 1689224657.6020
MEM 138.210938 1689224657.7027
MEM 138.210938 1689224657.8045
MEM 138.210938 1689224657.9055
MEM 138.210938 1689224658.0064
MEM 138.210938 1689224658.1070
MEM 138.210938 1689224658.2076
MEM 138.210938 1689224658.3083
MEM 138.210938 1689224658.4092
MEM 138.210938 1689224658.5098
MEM 138.210938 1689224658.6105
MEM 138.210938 1689224658.7112
MEM 138.210938 1689224658.8122
MEM 138.210938 1689224658.9135
MEM 138.210938 1689224659.0149
MEM 138.210938 1689224659.1165
MEM 138.210938 1689224659.2178
MEM 138.210938 1689224659.3184
MEM 138.210938 1689224659.4191
MEM 138.210938 1689224659.5201
MEM 138.210938 1689224659.6210
MEM 138.210938 1689224659.7219
MEM 138.210938 1689224659.8227
MEM 138.210938 1689224659.9238
MEM 138.210938 1689224660.0243
MEM 138.210938 1689224660.1251
MEM 138.210938 1689224660.2258
MEM 138.210938 1689224660.3263
MEM 138.210938 1689224660.4273
MEM 138.210938 1689224660.5279
MEM 138.210938 1689224660.6285
MEM 138.210938 1689224660.7290
MEM 138.210938 1689224660.8297
MEM 138.210938 1689224660.9302
MEM 138.210938 1689224661.0308
MEM 138.210938 1689224661.1319
MEM 138.210938 1689224661.2324
MEM 138.210938 1689224661.3331
MEM 138.210938 1689224661.4339
MEM 138.210938 1689224661.5347
MEM 138.210938 1689224661.6354
MEM 138.210938 1689224661.7360
MEM 138.210938 1689224661.8364
MEM 138.210938 1689224661.9386
MEM 138.210938 1689224662.0392
MEM 138.210938 1689224662.1397
MEM 138.210938 1689224662.2408
MEM 138.210938 1689224662.3416
MEM 138.210938 1689224662.4424
MEM 138.210938 1689224662.5432
MEM 138.210938 1689224662.6437
MEM 138.210938 1689224662.7441
MEM 138.339844 1689224662.8448
MEM 141.007812 1689224662.9453
MEM 141.007812 1689224663.0458
MEM 141.007812 1689224663.1464
MEM 141.007812 1689224663.2468
MEM 141.007812 1689224663.3542
MEM 141.007812 1689224663.4548
MEM 141.007812 1689224663.5552
MEM 141.007812 1689224663.6558
MEM 141.019531 1689224663.7563
MEM 141.019531 1689224663.8569
MEM 141.019531 1689224663.9579
MEM 141.019531 1689224664.0587
MEM 141.019531 1689224664.1592
MEM 141.019531 1689224664.2598
MEM 141.019531 1689224664.3603
MEM 141.019531 1689224664.4611
MEM 141.019531 1689224664.5620
MEM 141.019531 1689224664.6630
MEM 141.019531 1689224664.7639
MEM 141.019531 1689224664.8648
MEM 141.019531 1689224664.9661
MEM 141.019531 1689224665.0667
MEM 141.019531 1689224665.1674
MEM 141.019531 1689224665.2680
MEM 141.019531 1689224665.3686
MEM 141.019531 1689224665.4691
MEM 141.019531 1689224665.5698
MEM 141.019531 1689224665.6703
MEM 141.019531 1689224665.7712
MEM 141.019531 1689224665.8718
MEM 141.019531 1689224665.9725
MEM 141.019531 1689224666.0733
MEM 141.019531 1689224666.1740
MEM 141.031250 1689224666.2747
MEM 141.031250 1689224666.3754
MEM 141.031250 1689224666.4763
MEM 141.031250 1689224666.5769
MEM 141.031250 1689224666.6778
MEM 141.031250 1689224666.7788
MEM 141.031250 1689224666.8797
MEM 141.031250 1689224666.9810
MEM 141.031250 1689224667.0860
MEM 141.031250 1689224667.1866
MEM 141.031250 1689224667.2873
MEM 141.031250 1689224667.3882
MEM 141.031250 1689224667.4891
MEM 141.031250 1689224667.5898
MEM 141.031250 1689224667.6907
MEM 141.031250 1689224667.7918
MEM 141.031250 1689224667.8928
MEM 141.031250 1689224667.9934
MEM 141.031250 1689224668.0940
MEM 141.031250 1689224668.1947
MEM 141.031250 1689224668.2953
MEM 141.031250 1689224668.3964
MEM 141.031250 1689224668.4974
MEM 141.031250 1689224668.5982
MEM 141.031250 1689224668.6997
MEM 141.031250 1689224668.8004
MEM 141.031250 1689224668.9011
MEM 141.031250 1689224669.0017
MEM 141.031250 1689224669.1023
MEM 141.031250 1689224669.2029
MEM 141.031250 1689224669.3035
MEM 141.031250 1689224669.4044
MEM 141.031250 1689224669.5052
MEM 141.031250 1689224669.6060
MEM 141.031250 1689224669.7070
MEM 141.031250 1689224669.8076
MEM 141.031250 1689224669.9081
MEM 141.031250 1689224670.0094
MEM 141.031250 1689224670.1101
MEM 141.031250 1689224670.2107
MEM 141.031250 1689224670.3114
MEM 141.031250 1689224670.4131
MEM 141.031250 1689224670.5138
MEM 141.031250 1689224670.6143
MEM 141.031250 1689224670.7149
MEM 141.031250 1689224670.8156
MEM 141.031250 1689224670.9163
MEM 141.031250 1689224671.0171
MEM 141.031250 1689224671.1177
MEM 141.031250 1689224671.2182
MEM 141.031250 1689224671.3188
MEM 141.031250 1689224671.4194
MEM 141.031250 1689224671.5202
MEM 141.031250 1689224671.6208
MEM 141.031250 1689224671.7215
MEM 141.031250 1689224671.8222
MEM 141.031250 1689224671.9227
MEM 141.031250 1689224672.0232
MEM 141.031250 1689224672.1245
MEM 141.031250 1689224672.2275
MEM 141.031250 1689224672.3280
MEM 141.031250 1689224672.4287
MEM 141.031250 1689224672.5296
MEM 141.031250 1689224672.6303
MEM 141.031250 1689224672.7311
MEM 141.031250 1689224672.8322
MEM 141.031250 1689224672.9328
MEM 141.031250 1689224673.0336
MEM 141.031250 1689224673.1342
MEM 141.031250 1689224673.2349
MEM 141.031250 1689224673.3358
MEM 141.031250 1689224673.4366
MEM 141.031250 1689224673.5373
MEM 141.031250 1689224673.6378
MEM 141.031250 1689224673.7389
MEM 141.031250 1689224673.8395
MEM 141.031250 1689224673.9409
MEM 141.031250 1689224674.0423
MEM 141.031250 1689224674.1428
MEM 141.031250 1689224674.2435
MEM 141.031250 1689224674.3439
MEM 141.031250 1689224674.4450
MEM 141.031250 1689224674.5460
MEM 141.031250 1689224674.6467
MEM 141.031250 1689224674.7474
MEM 141.031250 1689224674.8482
MEM 141.031250 1689224674.9493
MEM 141.031250 1689224675.0498
MEM 141.031250 1689224675.1505
MEM 141.031250 1689224675.2510
MEM 141.031250 1689224675.3519
MEM 141.031250 1689224675.4528
MEM 141.031250 1689224675.5538
MEM 141.031250 1689224675.6547
MEM 141.031250 1689224675.7554
MEM 141.031250 1689224675.8564
MEM 141.031250 1689224675.9569
MEM 141.031250 1689224676.0577
MEM 141.031250 1689224676.1583
MEM 141.031250 1689224676.2592
MEM 141.031250 1689224676.3601
MEM 141.031250 1689224676.4606
MEM 141.031250 1689224676.5611
MEM 141.031250 1689224676.6622
MEM 141.031250 1689224676.7633
MEM 141.031250 1689224676.8651
MEM 141.031250 1689224676.9663
MEM 141.031250 1689224677.0670
MEM 141.031250 1689224677.1680
MEM 141.031250 1689224677.2687
MEM 141.031250 1689224677.3724
MEM 141.031250 1689224677.4735
MEM 141.031250 1689224677.5741
MEM 141.031250 1689224677.6748
MEM 141.031250 1689224677.7757
MEM 141.031250 1689224677.8764
MEM 141.031250 1689224677.9770
MEM 141.031250 1689224678.0781
MEM 141.031250 1689224678.1788
MEM 141.031250 1689224678.2795
MEM 141.031250 1689224678.3805
MEM 141.031250 1689224678.4820
MEM 141.031250 1689224678.5824
MEM 141.031250 1689224678.6834
MEM 141.031250 1689224678.7833
MEM 141.031250 1689224678.8839
MEM 141.031250 1689224678.9848
MEM 141.031250 1689224679.0855
MEM 141.031250 1689224679.1861
MEM 141.031250 1689224679.2868
MEM 141.031250 1689224679.3875
MEM 141.031250 1689224679.4885
MEM 141.031250 1689224679.5966
MEM 141.031250 1689224679.6971
MEM 141.031250 1689224679.7983
MEM 141.031250 1689224679.8992
MEM 141.031250 1689224679.9998
MEM 141.031250 1689224680.1001
MEM 141.582031 1689224680.2010
MEM 141.582031 1689224680.3017
MEM 141.582031 1689224680.4023
MEM 141.582031 1689224680.5031
MEM 141.582031 1689224680.6040
MEM 141.582031 1689224680.7051
MEM 141.582031 1689224680.8060
MEM 141.585938 1689224680.9067
MEM 141.585938 1689224681.0073
MEM 141.585938 1689224681.1081
MEM 141.585938 1689224681.2086
MEM 141.585938 1689224681.3093
MEM 141.585938 1689224681.4098
MEM 141.585938 1689224681.5104
MEM 141.585938 1689224681.6110
MEM 141.585938 1689224681.7118
MEM 141.585938 1689224681.8128
MEM 141.585938 1689224681.9134
MEM 141.585938 1689224682.0140
MEM 141.585938 1689224682.1147
MEM 141.585938 1689224682.2151
MEM 141.585938 1689224682.3158
MEM 141.585938 1689224682.4166
MEM 141.585938 1689224682.5197
MEM 141.585938 1689224682.6206
MEM 141.585938 1689224682.7211
MEM 141.585938 1689224682.8223
MEM 141.585938 1689224682.9231
MEM 141.585938 1689224683.0240
MEM 141.585938 1689224683.1251
MEM 141.585938 1689224683.2260
MEM 141.585938 1689224683.3269
MEM 141.585938 1689224683.4274
MEM 141.601562 1689224683.5279
MEM 141.601562 1689224683.6290
MEM 141.601562 1689224683.7299
MEM 141.601562 1689224683.8305
MEM 141.601562 1689224683.9312
MEM 141.601562 1689224684.0318
MEM 141.601562 1689224684.1324
MEM 141.601562 1689224684.2330
MEM 141.601562 1689224684.3335
MEM 141.601562 1689224684.4340
MEM 141.601562 1689224684.5346
MEM 141.601562 1689224684.6355
MEM 141.601562 1689224684.7360
MEM 141.601562 1689224684.8366
MEM 141.601562 1689224684.9375
MEM 141.601562 1689224685.0384
MEM 141.601562 1689224685.1392
MEM 141.601562 1689224685.2403
MEM 141.601562 1689224685.3409
MEM 141.601562 1689224685.4414
MEM 141.601562 1689224685.5420
MEM 141.601562 1689224685.6431
MEM 141.601562 1689224685.7439
MEM 141.601562 1689224685.8448
MEM 141.601562 1689224685.9454
MEM 141.601562 1689224686.0461
MEM 141.601562 1689224686.1469
MEM 141.601562 1689224686.2477
MEM 141.601562 1689224686.3483
MEM 141.601562 1689224686.4490
MEM 141.601562 1689224686.5495
MEM 141.601562 1689224686.6501
MEM 141.601562 1689224686.7506
MEM 141.601562 1689224686.8511
MEM 141.601562 1689224686.9520
MEM 141.601562 1689224687.0527
MEM 141.601562 1689224687.1534
MEM 141.601562 1689224687.2545
MEM 141.601562 1689224687.3550
MEM 141.601562 1689224687.4559
MEM 141.601562 1689224687.5566
MEM 141.601562 1689224687.6598
