CMDLINE /usr/local/bin/python test.py
MEM 26.542969 1689223707.5373
MEM 26.542969 1689223707.6379
MEM 26.542969 1689223707.7387
MEM 26.800781 1689223707.8391
MEM 26.800781 1689223707.9446
MEM 26.800781 1689223708.0450
MEM 26.800781 1689223708.1456
MEM 27.058594 1689223708.2461
MEM 27.058594 1689223708.3468
MEM 27.058594 1689223708.4474
MEM 27.058594 1689223708.5480
MEM 27.316406 1689223708.6487
MEM 27.316406 1689223708.7492
MEM 27.316406 1689223708.8497
MEM 27.316406 1689223708.9502
MEM 27.574219 1689223709.0508
MEM 27.574219 1689223709.1516
MEM 27.574219 1689223709.2520
MEM 27.574219 1689223709.3526
MEM 27.832031 1689223709.4531
MEM 27.832031 1689223709.5536
MEM 27.832031 1689223709.6542
MEM 27.832031 1689223709.7548
MEM 28.089844 1689223709.8553
MEM 28.089844 1689223709.9595
MEM 28.089844 1689223710.0600
MEM 28.089844 1689223710.1604
MEM 28.347656 1689223710.2609
MEM 28.347656 1689223710.3615
MEM 28.347656 1689223710.4620
MEM 28.347656 1689223710.5625
MEM 28.605469 1689223710.6629
MEM 28.605469 1689223710.7635
MEM 28.605469 1689223710.8641
MEM 28.863281 1689223710.9645
MEM 28.863281 1689223711.0650
MEM 28.984375 1689223711.1655
MEM 28.984375 1689223711.2660
MEM 28.984375 1689223711.3666
MEM 28.984375 1689223711.4670
MEM 29.238281 1689223711.5676
MEM 29.238281 1689223711.6681
MEM 29.238281 1689223711.7687
MEM 29.496094 1689223711.8691
MEM 29.496094 1689223711.9697
MEM 29.496094 1689223712.0702
MEM 29.496094 1689223712.1707
MEM 29.753906 1689223712.2713
MEM 29.753906 1689223712.3719
MEM 29.753906 1689223712.4724
MEM 30.011719 1689223712.5729
MEM 30.011719 1689223712.6735
MEM 30.011719 1689223712.7740
MEM 30.226562 1689223712.8748
MEM 30.226562 1689223712.9754
MEM 30.226562 1689223713.0759
MEM 30.226562 1689223713.1766
MEM 30.480469 1689223713.2771
MEM 30.480469 1689223713.3778
MEM 30.480469 1689223713.4783
MEM 30.738281 1689223713.5788
MEM 30.738281 1689223713.6792
MEM 30.738281 1689223713.7797
MEM 30.738281 1689223713.8801
MEM 30.738281 1689223713.9810
MEM 30.996094 1689223714.0817
MEM 30.996094 1689223714.1822
MEM 30.996094 1689223714.2828
MEM 30.996094 1689223714.3835
MEM 31.253906 1689223714.4843
MEM 31.253906 1689223714.5848
MEM 31.253906 1689223714.6851
MEM 31.253906 1689223714.7859
MEM 31.253906 1689223714.8865
MEM 31.511719 1689223714.9871
MEM 31.511719 1689223715.0895
MEM 31.511719 1689223715.1903
MEM 31.511719 1689223715.2908
MEM 31.511719 1689223715.3916
MEM 31.769531 1689223715.4920
MEM 31.769531 1689223715.5931
MEM 31.769531 1689223715.6936
MEM 31.769531 1689223715.7941
MEM 31.769531 1689223715.8947
MEM 31.769531 1689223715.9955
MEM 32.027344 1689223716.0963
MEM 32.027344 1689223716.1969
MEM 32.027344 1689223716.2974
MEM 32.027344 1689223716.3980
MEM 32.027344 1689223716.4988
MEM 32.285156 1689223716.5995
MEM 32.285156 1689223716.6999
MEM 32.285156 1689223716.8005
MEM 32.285156 1689223716.9010
MEM 32.542969 1689223717.0016
MEM 32.542969 1689223717.1022
MEM 32.542969 1689223717.2029
MEM 32.542969 1689223717.3035
MEM 32.800781 1689223717.4040
MEM 32.800781 1689223717.5046
MEM 32.800781 1689223717.6051
MEM 32.800781 1689223717.7056
MEM 33.058594 1689223717.8059
MEM 33.058594 1689223717.9066
MEM 33.058594 1689223718.0072
MEM 33.316406 1689223718.1077
MEM 33.316406 1689223718.2083
MEM 33.316406 1689223718.3087
MEM 33.316406 1689223718.4092
MEM 33.574219 1689223718.5096
MEM 33.574219 1689223718.6102
MEM 33.574219 1689223718.7107
MEM 33.574219 1689223718.8110
MEM 33.832031 1689223718.9118
MEM 33.832031 1689223719.0123
MEM 33.832031 1689223719.1128
MEM 34.089844 1689223719.2135
MEM 34.089844 1689223719.3141
MEM 34.089844 1689223719.4147
MEM 34.089844 1689223719.5152
MEM 34.347656 1689223719.6156
MEM 34.347656 1689223719.7160
MEM 34.347656 1689223719.8167
MEM 34.347656 1689223719.9175
MEM 34.347656 1689223720.0181
MEM 34.605469 1689223720.1188
MEM 34.605469 1689223720.2211
MEM 34.605469 1689223720.3220
MEM 34.605469 1689223720.4226
MEM 34.605469 1689223720.5235
MEM 34.863281 1689223720.6239
MEM 34.863281 1689223720.7244
MEM 34.960938 1689223720.8250
MEM 34.960938 1689223720.9255
MEM 34.960938 1689223721.0260
MEM 34.960938 1689223721.1265
MEM 35.214844 1689223721.2367
MEM 35.214844 1689223721.3373
MEM 35.214844 1689223721.4377
MEM 35.214844 1689223721.5381
MEM 35.214844 1689223721.6388
MEM 35.472656 1689223721.7392
MEM 35.472656 1689223721.8396
MEM 35.472656 1689223721.9401
MEM 35.730469 1689223722.0410
MEM 35.730469 1689223722.1415
MEM 35.730469 1689223722.2421
MEM 35.730469 1689223722.3427
MEM 35.988281 1689223722.4434
MEM 35.988281 1689223722.5439
MEM 35.988281 1689223722.6445
MEM 35.988281 1689223722.7449
MEM 36.246094 1689223722.8454
MEM 36.246094 1689223722.9459
MEM 36.246094 1689223723.0466
MEM 36.503906 1689223723.1470
MEM 36.503906 1689223723.2475
MEM 36.503906 1689223723.3480
MEM 36.503906 1689223723.4485
MEM 36.761719 1689223723.5490
MEM 36.761719 1689223723.6496
MEM 36.761719 1689223723.7504
MEM 36.949219 1689223723.8510
MEM 36.949219 1689223723.9515
MEM 36.949219 1689223724.0520
MEM 37.203125 1689223724.1525
MEM 37.203125 1689223724.2531
MEM 37.203125 1689223724.3537
MEM 37.203125 1689223724.4542
MEM 37.460938 1689223724.5547
MEM 37.460938 1689223724.6552
MEM 37.460938 1689223724.7557
MEM 37.460938 1689223724.8564
MEM 37.718750 1689223724.9569
MEM 37.718750 1689223725.0576
MEM 37.718750 1689223725.1581
MEM 37.976562 1689223725.2586
MEM 37.976562 1689223725.3622
MEM 37.976562 1689223725.4626
MEM 37.976562 1689223725.5631
MEM 38.234375 1689223725.6637
MEM 38.234375 1689223725.7642
MEM 38.234375 1689223725.8648
MEM 38.492188 1689223725.9656
MEM 38.492188 1689223726.0662
MEM 38.492188 1689223726.1667
MEM 38.492188 1689223726.2674
MEM 38.750000 1689223726.3679
MEM 38.750000 1689223726.4685
MEM 38.750000 1689223726.5690
MEM 39.007812 1689223726.6696
MEM 39.007812 1689223726.7702
MEM 39.007812 1689223726.8707
MEM 39.007812 1689223726.9712
MEM 39.265625 1689223727.0717
MEM 39.265625 1689223727.1724
MEM 39.265625 1689223727.2729
MEM 39.265625 1689223727.3735
MEM 39.523438 1689223727.4739
MEM 39.523438 1689223727.5747
MEM 39.523438 1689223727.6752
MEM 39.781250 1689223727.7757
MEM 39.781250 1689223727.8762
MEM 39.781250 1689223727.9767
MEM 39.781250 1689223728.0771
MEM 40.039062 1689223728.1777
MEM 40.039062 1689223728.2783
MEM 40.039062 1689223728.3787
MEM 40.296875 1689223728.4793
MEM 40.296875 1689223728.5798
MEM 40.296875 1689223728.6804
MEM 40.296875 1689223728.7809
MEM 40.554688 1689223728.8815
MEM 40.554688 1689223728.9819
MEM 40.554688 1689223729.0826
MEM 40.812500 1689223729.1831
MEM 40.812500 1689223729.2837
MEM 40.812500 1689223729.3842
MEM 40.812500 1689223729.4850
MEM 41.070312 1689223729.5855
MEM 41.070312 1689223729.6859
MEM 41.070312 1689223729.7866
MEM 41.070312 1689223729.8871
MEM 41.328125 1689223729.9878
MEM 41.328125 1689223730.0884
MEM 41.328125 1689223730.1889
MEM 41.328125 1689223730.2895
MEM 41.585938 1689223730.3899
MEM 41.585938 1689223730.4925
MEM 41.585938 1689223730.5932
MEM 41.843750 1689223730.6938
MEM 41.843750 1689223730.7942
MEM 41.843750 1689223730.8947
MEM 41.843750 1689223730.9951
MEM 42.101562 1689223731.0957
MEM 42.101562 1689223731.1963
MEM 42.101562 1689223731.2967
MEM 42.359375 1689223731.3975
MEM 42.359375 1689223731.4980
MEM 42.359375 1689223731.5984
MEM 42.359375 1689223731.6989
MEM 42.617188 1689223731.7996
MEM 42.617188 1689223731.9000
MEM 42.617188 1689223732.0006
MEM 42.617188 1689223732.1011
MEM 42.875000 1689223732.2016
MEM 42.875000 1689223732.3021
MEM 42.875000 1689223732.4027
MEM 42.875000 1689223732.5034
MEM 43.132812 1689223732.6039
MEM 43.132812 1689223732.7045
MEM 43.132812 1689223732.8050
MEM 43.132812 1689223732.9056
MEM 43.390625 1689223733.0061
MEM 43.390625 1689223733.1065
MEM 43.390625 1689223733.2070
MEM 43.390625 1689223733.3074
MEM 43.648438 1689223733.4079
MEM 43.648438 1689223733.5085
MEM 43.648438 1689223733.6088
MEM 43.648438 1689223733.7093
MEM 43.906250 1689223733.8096
MEM 43.906250 1689223733.9101
MEM 43.906250 1689223734.0108
